X,Y,Name,Descricao,icon_url
-46.610157,-23.661373,A41,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.54345,-23.727039,A42,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.533776,-23.739515,A43,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.527977,-23.744144,A44,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.558852,-23.733333,A45,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.554083,-23.73807,A46,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.571904,-23.72887,A48,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.565013,-23.727637,A49,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.557618,-23.728246,A50,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.583538,-23.717721,A51,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.571845,-23.684605,I02,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.498406,-23.644827,A01,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.510304,-23.641747,A03,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.519109,-23.645525,A04,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.528073,-23.642014,A05,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.547861,-23.635391,A06,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.541962,-23.646725,A08,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.54113,-23.653308,A09,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.531845,-23.653178,A10,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.530153,-23.654801,A11,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.525718,-23.658489,A12,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
-46.536529,-23.660115,A14,BASE_ARD_VIVO2 BASE_ARD_VIVO2.KML,./0.png
